Source,Target,Year,trade_value,ln_trade_value,Source Area,Target Area,Source Exchange Rate,Target Exchange Rate,Ex Rate Source / Target,Ex Rate Target / Source,Source Consumer Price Index,Target Consumer Price Index,exchange_rate ijt,Source GDP,Target GDP,level of output ijt
KOR,GBR,2014,0.161,-1.8263509139976741,100280.0,243610.0,1052.84,0.61,1725.967213114754,0.0005793852817142206,109.06,110.55,0.0005715762896766432,104.53,107.23,4.662225085888335
SGP,AUS,2002,0.161,-1.8263509139976741,685.0,7741220.0,1.79,1.84,0.9728260869565217,1.0279329608938548,85.71,79.97,1.1017148190347916,86.81,72.59,4.374274496850233
SGP,UNS,1999,0.161,-1.8263509139976741,680.0,,1.69,,inf,,84.05,,,85.89,,
GBR,SVN,2008,0.162,-1.820158943749753,243610.0,20270.0,0.54,0.68,0.7941176470588235,1.2592592592592593,95.69,97.41,1.2370241096244587,96.74,97.72,4.577066606892188
OAS,KOR,2019,0.162,-1.820158943749753,,100400.0,,1165.36,,inf,,115.16,,,112.05,
OAS,NZL,2019,0.162,-1.820158943749753,,267710.0,,1.52,,inf,,114.24,,,118.67,
ZAF,GHA,2006,0.162,-1.820158943749753,1219090.0,238540.0,6.77,0.92,7.358695652173912,0.1358936484490399,76.67,58.71,0.17746492976644335,74.28,,
ESP,CHL,2018,0.163,-1.8140050781753747,505957.289,756700.0,0.85,641.28,0.0013254740518962077,754.4470588235293,110.19,128.62,646.3421039633392,103.49,131.63,4.759734973058698
ESP,LUX,2019,0.163,-1.8140050781753747,505952.796,2590.0,0.89,0.89,1.0,1.0,110.96,115.09,0.9641150404031626,104.99,120.07,4.720970006784738
EUN,CHL,2018,0.163,-1.8140050781753747,,756700.0,,641.28,,inf,,128.62,,,131.63,
IND,KHM,2017,0.163,-1.8140050781753747,3287260.0,181040.0,65.12,4050.58,0.016076710002024402,62.20178132678132,159.18,124.57,79.48366020387775,142.75,118.04,4.866059199305429
LVA,EST,2006,0.163,-1.8140050781753747,64594.0,45230.0,0.8,0.8,1.0,1.0,76.86,82.61,0.9303958358552233,82.86,82.16,4.41291050113478
ZAF,TZA,2003,0.163,-1.8140050781753747,1219090.0,947300.0,7.56,1038.42,0.007280291211648465,137.35714285714286,73.27,60.3,166.90145700071074,62.54,,
CHE,USA,2003,0.164,-1.8078888511579385,41290.0,9632030.0,1.35,1.0,1.35,0.7407407407407407,93.85,84.36,0.8240696837188064,92.4,85.92,4.489771804704096
DEU,CZE,2011,0.164,-1.8078888511579385,357140.0,78870.0,0.72,17.7,0.04067796610169491,24.583333333333332,102.08,101.92,24.62192569335426,101.07,99.98,4.610391756035998
JAM,CAN,2010,0.164,-1.8078888511579385,10990.0,9879750.0,87.2,1.03,84.66019417475728,0.011811926605504588,100.0,100.0,0.011811926605504588,100.0,,
DEU,GBR,2015,0.165,-1.8018098050815563,357410.0,243610.0,0.9,0.65,1.3846153846153846,0.7222222222222222,107.2,110.96,0.6977489385564368,108.53,108.0,4.684578929791072
ECU,GBR,2000,0.165,-1.8018098050815563,256370.0,243610.0,1.0,0.66,1.5151515151515151,0.66,45.7,81.47,0.3702221676690807,,78.73,
GHA,CAN,2019,0.165,-1.8018098050815563,238530.0,9879750.0,5.22,1.33,3.9248120300751874,0.2547892720306514,278.45,116.76,0.6076230969247591,326.8,,
HRV,BIH,2008,0.165,-1.8018098050815563,56590.0,51210.0,4.94,1.34,3.6865671641791047,0.27125506072874495,96.68,98.42,0.2664594520550199,96.21,98.43,4.577939469007147
ITA,GRC,2018,0.165,-1.8018098050815563,302069.0,131960.0,0.85,0.85,1.0,1.0,109.95,101.69,1.0812272593175338,109.44,95.98,4.62975814515217
KEN,SDN,2008,0.165,-1.8018098050815563,580370.0,2505810.0,69.18,2.09,33.100478468899524,0.030211043654235322,88.06,79.56,0.033438719258320294,,80.03,
KOR,MNP,2019,0.165,-1.8018098050815563,100400.0,460.0,1165.36,,inf,,115.16,,,112.05,,
MKD,ALB,2012,0.165,-1.8018098050815563,25710.0,28750.0,47.89,108.18,0.44268811240525047,2.25892670703696,107.35,105.53,2.2978847910586335,104.76,103.38,4.6450417697037025
OAS,MNP,2014,0.165,-1.8018098050815563,,460.0,,,,,,,,,,
OAS,ZAF,2014,0.165,-1.8018098050815563,,1219090.0,,10.85,,inf,,124.63,,,123.22,
THA,USA,2015,0.165,-1.8018098050815563,513120.0,9831510.0,34.25,1.0,34.25,0.029197080291970802,110.34,108.7,0.02963758821909897,113.83,108.86,4.7123843801715894
FIN,USA,2021,0.166,-1.7957674906255938,,,0.85,1.0,0.85,1.1764705882352942,115.13,124.27,1.0899417302931473,121.41,123.64,4.8082736824099
IND,DNK,2019,0.166,-1.7957674906255938,3287260.0,42920.0,70.42,6.67,10.557721139430285,0.09471740982675377,171.62,110.35,0.1473076744401222,151.15,108.92,4.854443194515513
LUX,BEL,2011,0.166,-1.7957674906255938,2590.0,30530.0,0.72,0.72,1.0,1.0,103.41,103.53,0.9988409156766155,103.45,101.81,4.631098367655328
DEU,GBR,2009,0.167,-1.7897614665653818,357120.0,243610.0,0.72,0.64,1.125,0.888888888888889,98.91,97.57,0.9010966485600084,99.36,98.59,4.594859727386059
NLD,HRV,2013,0.167,-1.7897614665653818,41540.0,88073.0,0.75,5.7,0.13157894736842105,7.6000000000000005,107.48,108.11,7.555711775043938,102.94,103.87,4.638643205732164
AUT,LTU,2016,0.168,-1.783791299578878,83879.0,65286.0,0.9,0.9,1.0,1.0,111.68,108.6,1.0283609576427257,112.43,112.34,4.7219303964329775
CZE,DEU,2013,0.168,-1.783791299578878,78870.0,357340.0,19.57,0.75,26.093333333333334,0.03832396525293817,106.78,105.69,0.03871920720700859,102.81,104.59,4.641465284660402
OAS,MAC,2013,0.168,-1.783791299578878,,30.3,,7.99,,inf,,118.44,,,123.82,
TTO,BRB,2000,0.168,-1.783791299578878,5130.0,430.0,6.3,2.0,3.15,0.31746031746031744,51.05,67.29,0.2408433527470531,,,
TUR,ESP,2022,0.168,-1.783791299578878,,,,0.95,,,542.44,123.59,,,113.5,
CHE,OAS,2002,0.169,-1.7778565640590636,41290.0,,1.56,,inf,,93.25,,,91.33,,
FRA,UNS,1998,0.169,-1.7778565640590636,549086.0,,5.9,,inf,,82.55,,,82.47,,
HUN,AUT,2022,0.169,-1.7778565640590636,,,372.6,0.95,392.21052631578954,0.0025496511003757377,151.41,133.51,0.002891488825615238,173.33,128.89,5.007078309684953
IND,KAZ,2013,0.169,-1.7778565640590636,3287260.0,2724902.0,58.6,152.13,0.38519687109708806,2.596075085324232,131.18,120.61,2.8235895008111496,124.39,138.05,4.875518864799019
OAS,KHM,2012,0.169,-1.7778565640590636,,181040.0,,4033.0,,inf,,108.57,,,104.78,
OAS,SWE,2012,0.169,-1.7778565640590636,,447420.11,,6.78,,inf,,103.88,,,102.1,
POL,CZE,2006,0.169,-1.7778565640590636,312680.0,78870.0,3.1,22.6,0.13716814159292035,7.290322580645162,88.0,89.18,7.193859465090538,88.04,93.62,4.508517646265092
TUR,SWE,2022,0.169,-1.7778565640590636,,,,10.11,,,542.44,122.96,,,129.29,
AUT,LTU,2011,0.17,-1.7719568419318752,83879.0,65300.0,0.72,0.72,1.0,1.0,103.29,104.13,0.9919331604724864,101.83,105.35,4.640296448216885
DEU,CHN,2012,0.17,-1.7719568419318752,357170.0,9600000.9,0.78,6.31,0.12361331220285263,8.08974358974359,104.13,108.32,7.776818685376662,102.58,,
FRA,EST,2014,0.17,-1.7719568419318752,549087.0,45340.0,0.75,0.75,1.0,1.0,105.54,112.03,0.9420690886369723,103.51,117.52,4.703138379130641
ITA,BEL,2003,0.17,-1.7719568419318752,302069.0,30530.0,0.88,0.88,1.0,1.0,87.28,86.15,1.0131166569936156,87.24,88.33,4.474871371045234
KWT,SAU,2011,0.17,-1.7719568419318752,17820.0,2149690.0,0.28,3.75,0.07466666666666667,13.392857142857142,104.84,105.83,13.267571982019682,117.23,115.41,4.756314411258025
OAS,MAC,2011,0.17,-1.7719568419318752,,29.9,,8.02,,inf,,105.81,,,107.49,
ESP,IRL,2018,0.171,-1.7660917224794772,505957.289,70280.0,0.85,0.85,1.0,1.0,110.19,105.59,1.0435647315086656,103.49,117.36,4.702360561757404
EST,GBR,2020,0.171,-1.7660917224794772,45340.0,243610.0,0.88,0.78,1.1282051282051282,0.8863636363636364,121.6,120.81,0.8921597399372417,135.28,123.26,4.860821325062211
HRV,AUT,2016,0.171,-1.7660917224794772,88073.0,83879.0,6.81,0.9,7.566666666666666,0.13215859030837004,106.16,111.68,0.12562639637479014,104.05,112.43,4.683601179300656
IND,PRK,2017,0.171,-1.7660917224794772,3287260.0,120540.0,65.12,,inf,,159.18,,,142.75,,
LKA,BHR,2010,0.171,-1.7660917224794772,65610.0,762.0,113.06,0.38,297.5263157894737,0.0033610472315584645,100.0,100.0,0.0033610472315584645,100.0,100.0,4.605170185988092
AUS,PYF,2016,0.172,-1.760260802168684,7741220.0,3471.0,1.35,107.81,0.012522029496336148,79.85925925925926,113.48,,inf,106.04,,
BEL,ZAR,2014,0.172,-1.760260802168684,30530.0,,0.75,,inf,,108.02,,,106.16,,
LUX,FRA,2019,0.172,-1.760260802168684,2590.0,549087.0,0.89,0.89,1.0,1.0,115.09,110.05,1.0457973648341663,120.07,108.2,4.736028136227504
MAR,CPV,2018,0.172,-1.760260802168684,446550.0,4030.0,9.39,93.41,0.10052456910395034,9.947816826411074,110.73,109.29,10.07888880216395,99.96,108.49,4.645714054400555
ESP,GIB,2021,0.173,-1.7544636844843582,,,0.85,0.73,1.1643835616438356,0.8588235294117647,114.02,,inf,108.72,,
TUR,OAS,2022,0.173,-1.7544636844843582,,,,,,,542.44,,,,,
ZAF,GHA,2016,0.173,-1.7544636844843582,1219090.0,238540.0,14.71,3.91,3.762148337595908,0.26580557443915703,138.85,214.52,0.17204504946334584,139.09,246.18,5.2205920906505945
DNK,PRT,2015,0.174,-1.7486999797676082,42920.0,92225.6,6.73,0.9,7.477777777777778,0.1337295690936107,107.13,107.04,0.13384200987479924,105.47,104.36,4.653136506278525
FIN,USA,2012,0.174,-1.7486999797676082,338420.0,9831510.0,0.78,1.0,0.78,1.282051282051282,106.32,105.29,1.2945929557193683,105.68,103.99,4.652355200443106
IND,ROM,2013,0.175,-1.742969305058623,3287260.0,,58.6,,inf,,131.18,,,124.39,,
ZAF,USA,2011,0.175,-1.742969305058623,1219090.0,9831510.0,7.26,1.0,7.26,0.13774104683195593,105.0,103.16,0.14019784720197143,105.54,102.08,4.642423423787001
CHE,THA,2001,0.176,-1.7372712839439852,41290.0,513120.0,1.69,44.43,0.038037362142696374,26.28994082840237,92.66,78.61,30.98875355755964,91.55,75.16,4.418252222832892
DEU,CHL,2015,0.176,-1.7372712839439852,357410.0,756096.0,0.9,654.12,0.001375894331315355,726.8,107.2,118.4,658.0486486486486,108.53,118.21,4.729744668110104
EUN,AGO,2006,0.176,-1.7372712839439852,,1246700.0,,80.37,,inf,,60.84,,,88.86,
EUN,CHL,2015,0.176,-1.7372712839439852,,756096.0,,654.12,,inf,,118.4,,,118.21,
FRA,GBR,2018,0.176,-1.7372712839439852,549087.0,243610.0,0.85,0.75,1.1333333333333333,0.8823529411764706,108.84,117.58,0.8167655563671293,106.83,113.95,4.703499270824745
FRA,PRT,2012,0.176,-1.7372712839439852,549087.0,92210.0,0.78,0.78,1.0,1.0,104.11,106.53,0.9772833943490097,102.12,99.35,4.612398780685554
POL,CZE,2015,0.176,-1.7372712839439852,312680.0,78870.0,3.77,24.6,0.15325203252032518,6.525198938992043,108.13,107.48,6.564660972024651,107.53,106.51,4.673004377928755
PRT,AGO,2006,0.176,-1.7372712839439852,92090.0,1246700.0,0.8,80.37,0.009953962921488117,100.4625,94.62,60.84,156.24197485207102,93.82,88.86,4.514220075204037
GTM,HND,2013,0.177,-1.731605546408308,108890.0,112490.0,7.86,20.35,0.3862407862407862,2.589058524173028,115.02,118.11,2.5213234395934445,,113.2,
IND,CMR,2019,0.177,-1.731605546408308,3287260.0,475440.0,70.42,585.91,0.12018910754211398,8.320221527975006,171.62,118.65,12.034693793772192,151.15,,
UGA,GBR,2010,0.177,-1.731605546408308,241550.0,243610.0,2177.56,0.65,3350.0923076923077,0.00029849923767886994,100.0,100.0,0.00029849923767886994,100.0,100.0,4.605170185988092
AUS,SLB,2020,0.178,-1.725971728690052,7741220.0,28900.0,1.45,8.21,0.1766138855054811,5.662068965517242,120.81,137.01,4.992588509774016,116.83,132.99,4.825496912077065
ITA,PRT,2006,0.178,-1.725971728690052,302069.0,92090.0,0.8,0.8,1.0,1.0,92.87,94.62,0.9815049672373706,93.31,93.82,4.538652668073121
PER,ITA,2010,0.178,-1.725971728690052,1285220.0,302069.0,2.83,0.75,3.7733333333333334,0.26501766784452296,100.0,100.0,0.26501766784452296,100.0,100.0,4.605170185988092
AUS,JPN,2015,0.179,-1.720369473141382,7741220.0,377971.0,1.33,121.04,0.010988103106411103,91.00751879699249,112.04,103.59,98.43114592156616,104.96,101.02,4.634448921117842
ZAF,SHN,2004,0.179,-1.720369473141382,1219090.0,,6.46,,inf,,72.76,,,66.32,,
EST,FRA,2022,0.18,-1.7147984280919266,,,0.95,0.95,1.0,1.0,151.94,118.26,1.284796211736851,167.14,116.11,4.936684901106102
GTM,HUN,2013,0.18,-1.7147984280919266,108890.0,93030.0,7.86,223.7,0.035136343316942334,28.460559796437657,115.02,111.71,29.303854514244556,,107.84,
SGP,NZL,2005,0.18,-1.7147984280919266,699.0,267710.0,1.66,1.42,1.1690140845070423,0.8554216867469879,87.95,87.01,0.8646631117043742,90.31,86.71,4.482908706825889
ARG,UNS,1998,0.181,-1.7092582477163114,2780400.0,,1.0,,inf,,,,,,,
FIN,USA,2011,0.181,-1.7092582477163114,338420.0,9831510.0,0.72,1.0,0.72,1.3888888888888888,103.42,103.16,1.3923893843436301,102.62,102.08,4.628394832555149
IND,TZA,2016,0.181,-1.7092582477163114,3287260.0,947300.0,67.2,2177.09,0.03086689112530947,32.39717261904762,154.05,166.2,30.028787256102813,136.3,,
TTO,AIA,2002,0.181,-1.7092582477163114,5130.0,,6.25,2.7,2.314814814814815,0.43200000000000005,56.12,71.93,0.33704768524954815,,83.95,
TUR,CHE,2021,0.181,-1.7092582477163114,,,8.85,0.91,9.725274725274724,0.10282485875706215,314.81,99.4,0.3256568791278746,337.1,98.06,5.202979579231551
TUR,CYP,2009,0.181,-1.7092582477163114,785350.0,9250.0,1.55,0.72,2.152777777777778,0.46451612903225803,92.11,97.63,0.43825238804835903,93.45,98.15,4.5619617273120205
BRA,POL,2008,0.182,-1.7037485919053417,8515770.0,312680.0,1.83,2.41,0.7593360995850622,1.3169398907103826,90.77,93.92,1.2727708036603644,85.95,94.87,4.5031366326168225
IND,OAS,2012,0.182,-1.7037485919053417,3287260.0,,53.44,,inf,,119.24,,,116.73,,
IND,OAS,2019,0.182,-1.7037485919053417,3287260.0,,70.42,,inf,,171.62,,,151.15,,
KOR,AFG,2009,0.182,-1.7037485919053417,99900.0,652860.0,1277.25,50.33,25.377508444267832,0.03940497161871208,97.14,97.87,0.039111054899782276,97.34,92.51,4.552763375594267
TUR,BFA,2017,0.182,-1.7037485919053417,785350.0,274220.0,3.65,580.66,0.0062859504701546515,159.0849315068493,174.97,109.83,253.43795379908426,171.69,111.78,4.931111589465337
ZAF,GHA,2005,0.182,-1.7037485919053417,1219090.0,238540.0,6.36,0.91,6.989010989010989,0.1430817610062893,74.26,52.57,0.20211625589360935,70.03,,
CHE,URY,2000,0.183,-1.6982691261407161,41290.0,176220.0,1.69,12.1,0.1396694214876033,7.159763313609467,91.75,43.47,15.111761767280163,90.67,,
LUX,FRA,2022,0.183,-1.6982691261407161,,,0.95,0.95,1.0,1.0,126.5,118.26,1.069676982918992,,116.11,
FRA,DNK,2016,0.184,-1.6928195213731514,549087.0,42920.0,0.9,6.73,0.1337295690936107,7.477777777777778,105.77,107.4,7.36428822677426,105.23,105.74,4.658565840780012
GTM,CAN,2011,0.184,-1.6928195213731514,108890.0,9879750.0,7.79,0.99,7.8686868686868685,0.12708600770218229,106.21,102.91,0.13116125622435895,,,
HUN,ROM,2019,0.184,-1.6928195213731514,93030.0,,290.66,,inf,,121.64,,,133.06,,
OAS,AUS,2005,0.184,-1.6928195213731514,,7741220.0,,1.31,,inf,,86.34,,,80.99,
BEL,GBR,2021,0.185,-1.6873994539038122,,,0.85,0.73,1.1643835616438356,0.8588235294117647,120.86,123.85,0.838089719537391,120.54,123.28,4.80321991953338
DEU,BGR,2011,0.185,-1.6873994539038122,357140.0,111000.0,0.72,1.41,0.5106382978723404,1.9583333333333333,102.08,104.22,1.9181219215761531,101.07,106.11,4.640144818986035
PRT,AGO,2022,0.185,-1.6873994539038122,,,0.95,460.57,0.0020626614846820245,484.8105263157895,120.78,,,120.78,,
SGP,NZL,2020,0.185,-1.6873994539038122,728.0,267710.0,1.38,1.54,0.8961038961038961,1.1159420289855073,114.2,116.2,1.0967347651475468,107.53,121.24,4.7377709652960185
DEU,ZMB,2013,0.186,-1.6820086052689358,357340.0,752610.0,0.75,5.4,0.13888888888888887,7.2,105.69,121.34,6.271369704961265,104.59,,
EUN,ZMB,2013,0.186,-1.6820086052689358,,752610.0,,5.4,,inf,,121.34,,,,
IRL,NLD,2014,0.186,-1.6820086052689358,70280.0,41540.0,0.75,0.75,1.0,1.0,105.02,108.53,0.9676587118769003,105.2,103.2,4.646266076675536
OAS,GBR,2016,0.186,-1.6820086052689358,,243610.0,,0.74,,inf,,112.08,,,110.03,
DNK,CHE,2010,0.187,-1.6766466621275504,42920.0,41290.0,5.62,1.04,5.403846153846154,0.18505338078291816,100.0,100.0,0.18505338078291816,100.0,100.0,4.605170185988092
ECU,USA,2019,0.187,-1.6766466621275504,256370.0,9831510.0,1.0,1.0,1.0,1.0,124.14,117.24,1.0588536335721597,122.13,116.8,4.782774560788562
HUN,FRA,2013,0.187,-1.6766466621275504,93030.0,549087.0,223.7,0.75,298.26666666666665,0.0033527045149754136,111.71,105.01,0.0035666186207780537,107.84,102.92,4.657300317288771
NLD,EST,2014,0.187,-1.6766466621275504,41540.0,45340.0,0.75,0.75,1.0,1.0,108.53,112.03,0.9687583682942069,103.2,117.52,4.701638692456542
NLD,LVA,2018,0.187,-1.6766466621275504,41540.0,64594.0,0.85,0.85,1.0,1.0,112.93,113.66,0.99357733591413,108.37,123.6,4.751300921479247
NZL,WSM,2018,0.187,-1.6766466621275504,267710.0,2840.0,1.45,2.59,0.5598455598455598,1.7862068965517242,112.42,116.41,1.7249839301636014,115.86,,
OAS,MAC,2006,0.187,-1.6766466621275504,,28.6,,8.0,,inf,,83.85,,,78.98,
AUS,MYS,2008,0.188,-1.6713133161521878,7741220.0,330800.0,1.19,3.34,0.3562874251497006,2.80672268907563,95.47,97.83,2.739014771808754,94.6,,
EST,ESP,2022,0.188,-1.6713133161521878,,,0.95,0.95,1.0,1.0,151.94,123.59,1.2293874908973217,167.14,113.5,4.925317310747374
IND,SYC,2021,0.188,-1.6713133161521878,,,73.92,16.92,4.368794326241135,0.2288961038961039,192.38,,,169.81,,
PER,USA,2005,0.188,-1.6713133161521878,1285220.0,9632030.0,3.3,1.0,3.3,0.30303030303030304,87.13,89.56,0.2948082883321829,83.9,90.99,4.47018761192088
CHE,SVK,2000,0.189,-1.6660082639224947,41290.0,49030.0,1.69,1.08,1.5648148148148147,0.6390532544378699,91.75,65.4,0.8965311329460941,90.67,75.36,4.414751585963036
ECU,USA,2000,0.189,-1.6660082639224947,256370.0,9632030.0,1.0,1.0,1.0,1.0,45.7,78.97,0.5787007724452324,,81.14,
EUN,ANT,2006,0.189,-1.6660082639224947,,,,1.79,,inf,,,,,,
FRA,LUX,2011,0.189,-1.6660082639224947,549087.0,2590.0,0.72,0.72,1.0,1.0,102.11,103.41,0.9874286819456533,100.95,103.45,4.6268568744752
BEL,ZAR,2017,0.191,-1.6554818509355071,30530.0,,0.89,,inf,,113.13,,,111.64,,
CAN,HKG,2005,0.191,-1.6554818509355071,9879750.0,1100.0,1.21,7.78,0.15552699228791772,6.429752066115703,91.85,89.54,6.595630190671512,,96.35,
EUN,ZAR,2017,0.191,-1.6554818509355071,,,,,,,,,,,,
IND,GRC,2021,0.191,-1.6554818509355071,,,73.92,0.85,86.96470588235294,0.011498917748917748,192.38,101.91,0.021707013998006047,169.81,96.6,4.852629453088341
ARE,SEN,2020,0.192,-1.6502599069543555,98647.9,196710.0,3.67,575.59,0.006376066297190708,156.8365122615804,112.14,112.03,156.9905068732806,,112.84,
CHN,JPN,2011,0.192,-1.6502599069543555,9600000.9,377955.0,6.46,79.81,0.08094223781481018,12.354489164086688,105.55,99.73,13.075467073792739,,98.38,
EUN,ALB,2018,0.192,-1.6502599069543555,,28750.0,,107.99,,inf,,117.39,,,108.31,
GRC,ALB,2018,0.192,-1.6502599069543555,131960.0,28750.0,0.85,107.99,0.007871099175849616,127.04705882352941,101.69,117.39,110.05550227246533,95.98,108.31,4.6245686611388725
IND,CUW,2020,0.192,-1.6502599069543555,3287260.0,444.0,74.1,1.79,41.39664804469273,0.024156545209176792,182.99,,,156.46,,
LKA,BHR,2006,0.192,-1.6502599069543555,65610.0,740.0,103.91,0.38,273.4473684210526,0.003657010874795496,64.09,89.25,0.0026260820948531467,,,
NLD,AUT,2018,0.192,-1.6502599069543555,41540.0,83879.0,0.85,0.85,1.0,1.0,112.93,116.28,0.9711902304781562,108.37,115.65,4.718059843306175
AUT,PRT,2004,0.194,-1.6398971199188088,83879.0,92120.0,0.8,0.8,1.0,1.0,89.3,89.72,0.995318769505127,89.35,87.99,4.484892206631454
AUS,WSM,2019,0.195,-1.6347557204183902,7741220.0,2840.0,1.44,2.65,0.5433962264150943,1.8402777777777777,119.8,117.56,1.875342614645949,115.86,,
AUT,ZAF,2003,0.195,-1.6347557204183902,83879.0,1219090.0,0.88,7.56,0.11640211640211641,8.59090909090909,87.5,73.27,10.259376899884609,87.83,62.54,4.30560473997936
CZE,ROM,2000,0.195,-1.6347557204183902,78870.0,,38.6,,inf,,77.82,,,81.83,,
TTO,ATG,2001,0.195,-1.6347557204183902,5130.0,440.0,6.23,2.7,2.3074074074074074,0.4333868378812199,53.88,82.22,0.2840048993558761,,84.06,
IND,BEN,2018,0.196,-1.6296406197516198,3287260.0,114760.0,68.39,555.45,0.1231253938248267,8.121801432958035,165.45,111.51,12.05050710324551,149.51,115.09,4.876538855603117
LKA,USA,2012,0.196,-1.6296406197516198,65610.0,9831510.0,127.6,1.0,127.6,0.007836990595611286,114.77,105.29,0.008542610035694816,115.07,103.99,4.694917689753755
CZE,LTU,2019,0.197,-1.6245515502441485,78870.04,65290.0,22.93,0.89,25.764044943820224,0.03881378107283035,116.48,118.38,0.038190819558736946,116.29,124.52,4.79027670843918
CZE,SVN,2002,0.197,-1.6245515502441485,78870.0,20270.0,32.74,1.06,30.88679245283019,0.032376298106291994,83.0,77.5,0.03467397087512562,88.17,79.24,4.425873995464643
OAS,KHM,2017,0.197,-1.6245515502441485,,181040.0,,4050.58,,inf,,124.57,,,118.04,
OAS,SWE,2017,0.197,-1.6245515502441485,,528449.29,,8.55,,inf,,106.49,,,111.02,
PER,ITA,2011,0.197,-1.6245515502441485,1285220.0,302069.0,2.75,0.72,3.8194444444444446,0.2618181818181818,103.37,102.78,0.2633211272090431,106.75,101.61,4.645815803803262
DEU,EST,2012,0.198,-1.6194882482876019,357170.0,45230.0,0.78,0.78,1.0,1.0,104.13,109.11,0.9543579873522133,102.58,109.77,4.6645151248301735
KEN,IND,2019,0.198,-1.6194882482876019,580370.0,3287260.0,101.99,70.42,1.4483101391650097,0.6904598490048044,189.97,171.62,0.7642853834951794,188.27,151.15,5.128074911981043
PER,CRI,2021,0.198,-1.6194882482876019,,,3.88,620.78,0.006250201359579884,159.99484536082474,138.58,132.02,167.94489978869183,143.95,142.9,4.965805550997003
UGA,RWA,2015,0.198,-1.6194882482876019,241550.0,26340.0,3240.65,719.86,4.501778123524018,0.22213444833598198,149.96,126.35,0.2636429115351315,122.38,121.36,4.8029461465373355
CZE,POL,2018,0.2,-1.6094379124341003,78870.0,312690.0,21.73,3.61,6.019390581717452,0.1661297745052922,113.25,111.63,0.16854068765317876,111.94,110.87,4.713160678623737
ECU,CZE,2021,0.2,-1.6094379124341003,,,1.0,21.68,0.046125461254612546,21.68,123.89,124.77,21.52709144826481,124.78,125.35,4.828831005643472
GTM,SLV,2007,0.2,-1.6094379124341003,108890.0,21040.0,7.67,1.0,7.67,0.1303780964797914,84.89,91.65,0.12076155603021813,,94.16,
TZA,NPL,2018,0.2,-1.6094379124341003,947300.0,147180.0,2263.78,108.93,20.781970072523638,0.04811863343611128,181.15,178.77,0.048759246221130835,,174.59,
CZE,JPN,2010,0.201,-1.6044503709230613,78870.0,377950.0,19.1,87.78,0.21758942811574392,4.595811518324607,100.0,100.0,4.595811518324607,100.0,100.0,4.605170185988092
TTO,BUN,2021,0.201,-1.6044503709230613,,,6.76,,inf,,147.0,,,,,
AUT,SER,2017,0.203,-1.5945492999403497,83879.0,,0.89,,inf,,114.0,,,113.56,,
AUT,ZAF,2007,0.203,-1.5945492999403497,83879.0,1219090.0,0.73,7.05,0.10354609929078014,9.657534246575343,94.68,81.4,11.233112315304096,95.43,80.4,4.472703585307041
DEU,BGR,2016,0.203,-1.5945492999403497,357580.0,111000.0,0.9,1.77,0.5084745762711864,1.9666666666666666,107.73,105.76,2.0032999243570346,109.97,115.74,4.725776948734268
DEU,GBR,2014,0.203,-1.5945492999403497,357380.0,243610.0,0.75,0.61,1.2295081967213115,0.8133333333333334,106.65,110.55,0.784640434192673,106.56,107.23,4.671842133512067
DEU,SGP,2011,0.203,-1.5945492999403497,357140.0,714.0,0.72,1.26,0.5714285714285714,1.75,102.08,105.25,1.69729216152019,101.07,101.17,4.616307808152185
EUN,SGP,2011,0.203,-1.5945492999403497,,714.0,,1.26,,inf,,105.25,,,101.17,
OAS,SLV,2012,0.203,-1.5945492999403497,,21040.0,,1.0,,inf,,106.95,,,108.61,
POL,LVA,2021,0.203,-1.5945492999403497,,,3.86,0.85,4.541176470588235,0.22020725388601037,123.93,120.95,0.225632781927187,125.11,136.41,4.872429203417169
CZE,GBR,2010,0.204,-1.5896352851379207,78870.0,243610.0,19.1,0.65,29.384615384615387,0.034031413612565446,100.0,100.0,0.034031413612565446,100.0,100.0,4.605170185988092
IND,SLE,2019,0.204,-1.5896352851379207,3287260.0,72300.0,70.42,9.01,7.8157602663707,0.1279466060778188,171.62,234.16,0.09377432753277787,151.15,242.52,5.254678451214499
LUX,FRA,2018,0.204,-1.5896352851379207,2590.0,549087.0,0.85,0.85,1.0,1.0,113.12,108.84,1.0393237780227857,118.42,106.83,4.722738206530713
OAS,DEU,2011,0.204,-1.5896352851379207,,357140.0,,0.72,,inf,,102.08,,,101.07,
OAS,ZAF,2011,0.204,-1.5896352851379207,,1219090.0,,7.26,,inf,,105.0,,,105.54,
RUS,MDA,2020,0.204,-1.5896352851379207,17098250.0,33850.0,72.1,17.32,4.162817551963048,0.2402219140083218,186.86,172.46,0.26027987273335856,189.99,,
SGP,SYC,2006,0.204,-1.5896352851379207,704.0,460.0,1.59,5.52,0.2880434782608696,3.471698113207547,88.8,53.91,5.718545584359677,91.97,,
AUS,JPN,2010,0.205,-1.584745299843729,7741220.0,377950.0,1.09,87.78,0.012417407154249261,80.53211009174312,100.0,100.0,80.53211009174312,100.0,100.0,4.605170185988092
FIN,UNS,1998,0.206,-1.579879110192556,338150.0,,5.34,,inf,,82.58,,,84.23,,
NLD,HUN,2017,0.206,-1.579879110192556,41540.0,93030.0,0.89,274.43,0.0032430856684764783,308.34831460674155,111.04,114.45,299.1611782781353,105.79,121.13,4.729160173013697
