Source,Target,trade_value,Year,ln_trade_value,Source Area,Target Area,Source Exchange Rate,Target Exchange Rate,Ex Rate Source / Target,Ex Rate Target / Source,Source Consumer Price Index,Target Consumer Price Index,exchange_rate ijt,Source GDP,Target GDP,level of output ijt
CHN,IND,110.25,2017,4.702750514326955,9600010.8,3287260.0,6.76,65.12,0.10380835380835379,9.633136094674557,119.09,159.18,7.206999481811741,,142.75,
CHN,IND,80.11,2018,4.383400690227026,9600012.9,3287260.0,6.62,68.39,0.09679777745284399,10.330815709969789,121.56,165.45,7.590292884278801,,149.51,
CHN,IND,13.714,2019,2.618417208862173,9600012.9,3287260.0,6.91,70.42,0.0981255325191707,10.191027496382056,125.08,171.62,7.427419410601721,,151.15,
CHN,IRL,204.374,2008,5.319951648673186,9600000.0,70280.0,6.95,0.68,10.220588235294118,0.09784172661870504,97.63,105.66,0.09040590355654148,,107.97,
CHN,IRL,0.834,2009,-0.18152187662339034,9600000.5,70280.0,6.83,0.72,9.48611111111111,0.10541727672035138,96.92,100.93,0.1012289949443818,,102.98,
CHN,IRN,7.296,2016,1.9873262527720303,9600010.5,1745150.0,6.64,30914.85,0.00021478351019008665,4655.850903614458,117.22,308.83,1767.1820837408502,,,
CHN,IRQ,16.246,2012,2.787846724628762,9600000.9,435240.0,6.31,1166.17,0.005410874915321093,184.81299524564187,108.32,112.24,178.35837174811053,,128.02,
CHN,IRQ,1.343,2017,0.2949059175411005,9600010.8,435052.0,6.76,1184.0,0.005709459459459459,175.14792899408283,119.09,119.42,174.66393287477243,,92.54,
CHN,IRQ,0.174,2020,-1.7486999797676082,9600012.9,435052.0,6.9,1192.0,0.005788590604026846,172.75362318840578,128.11,120.31,183.9536752278835,,87.94,
CHN,IRQ,0.42,2021,-0.8675005677047231,,,6.45,1450.0,0.0044482758620689655,224.80620155038758,129.37,127.57,227.97819467408988,,121.34,
CHN,ISR,0.35,2004,-1.0498221244986778,9600000.5,22070.0,8.28,4.48,1.8482142857142854,0.5410628019323672,85.0,86.75,0.5301479903660082,,90.34,
CHN,ISR,0.56,2006,-0.579818495252942,9600000.0,22070.0,7.97,4.46,1.7869955156950672,0.5595984943538269,87.94,89.71,0.5485574806986461,,92.52,
CHN,ISR,10.8,2007,2.379546134130174,9600000.0,22070.0,7.61,4.11,1.851581508515815,0.5400788436268068,92.17,90.11,0.552425557841336,,93.29,
CHN,ISR,22.065,2008,3.0939926427215108,9600000.0,22070.0,6.95,3.59,1.935933147632312,0.516546762589928,97.63,94.22,0.5352415668823463,,94.52,
CHN,ISR,10.44,2009,2.3456445824544927,9600000.5,22070.0,6.83,3.93,1.737913486005089,0.575402635431918,96.92,97.38,0.5726845699944701,,98.82,
CHN,ISR,25.534,2012,3.240010897398159,9600000.9,22070.0,6.31,3.86,1.6347150259067358,0.6117274167987322,108.32,105.22,0.6297501785557752,,104.67,
CHN,ISR,37.349,2013,3.620306137458689,9600001.3,22070.0,6.2,3.61,1.7174515235457064,0.582258064516129,111.16,106.87,0.6056312010069513,,106.48,
CHN,ISR,28.15,2014,3.3375473545856993,9600006.3,22070.0,6.14,3.58,1.7150837988826815,0.5830618892508144,113.29,107.39,0.6150952736122988,,106.94,
CHN,ITA,10.399,1999,2.3417096476780954,9600000.0,301340.0,8.28,0.94,8.808510638297872,0.11352657004830918,80.69,78.71,0.11638240296275021,,78.09,
CHN,ITA,37.293,2000,3.618805641477688,9600000.0,302069.0,8.28,1.08,7.666666666666665,0.13043478260869568,80.97,80.71,0.13085496651996145,,79.49,
CHN,ITA,37.505,2002,3.6244742574216,9600000.2,302069.0,8.28,1.06,7.81132075471698,0.1280193236714976,80.96,85.0,0.12193464052287582,,84.58,
CHN,ITA,26.45,2003,3.2752561583043085,9599999.7,302069.0,8.28,0.88,9.409090909090908,0.10628019323671499,81.87,87.28,0.09969247731771147,,87.24,
CHN,ITA,71.93,2004,4.2756934238792645,9600000.5,302069.0,8.28,0.8,10.349999999999998,0.09661835748792272,85.0,89.2,0.09206906262862591,,89.57,
CHN,ITA,417.674,2005,6.034701223934954,9599999.8,302069.0,8.19,0.8,10.237499999999999,0.0976800976800977,86.51,90.97,0.0928911207024871,,91.37,
CHN,ITA,68.949,2006,4.233367100870903,9600000.0,302069.0,7.97,0.8,9.962499999999999,0.10037641154328733,87.94,92.87,0.0950479340057789,,93.31,
CHN,ITA,211.885,2007,5.356043674661059,9600000.0,302069.0,7.61,0.73,10.424657534246576,0.09592641261498028,92.17,94.57,0.09349198953920623,,95.63,
CHN,ITA,26.0,2008,3.258096538021482,9600000.0,302069.0,6.95,0.68,10.220588235294118,0.09784172661870504,97.63,97.74,0.09773161213202551,,97.92,
CHN,ITA,53.837,2009,3.98596096313023,9600000.5,302069.0,6.83,0.72,9.48611111111111,0.10541727672035138,96.92,98.5,0.10372631938818737,,99.57,
CHN,ITA,76.175,2010,4.3330333248717725,9600000.7,302069.0,6.77,0.75,9.026666666666666,0.11078286558345643,100.0,100.0,0.11078286558345643,,100.0,
CHN,ITA,42.178,2011,3.741898758089573,9600000.9,302069.0,6.46,0.72,8.972222222222223,0.11145510835913312,105.55,102.78,0.1144589091973779,,101.61,
CHN,ITA,28.9,2012,3.3638415951183864,9600000.9,302069.0,6.31,0.78,8.08974358974359,0.12361331220285263,108.32,105.91,0.12642615407244828,,103.18,
CHN,ITA,97.603,2013,4.580908230651572,9600001.3,302069.0,6.2,0.75,8.266666666666667,0.12096774193548386,111.16,107.2,0.12543632643235436,,104.36,
CHN,ITA,594.81,2014,6.388242026818581,9600006.3,302069.0,6.14,0.75,8.186666666666666,0.1221498371335505,113.29,107.46,0.128776801124697,,105.32,
CHN,ITA,3329.202,2015,8.110487914616684,9600007.4,302069.0,6.23,0.9,6.9222222222222225,0.14446227929373995,114.92,107.5,0.15443353615289854,,106.3,
CHN,ITA,7873.123,2016,8.971210086077798,9600010.5,302069.0,6.64,0.9,7.377777777777777,0.13554216867469882,117.22,107.4,0.1479353166857374,,107.5,
CHN,ITA,5151.494,2017,8.547042048675136,9600010.8,302069.0,6.76,0.89,7.595505617977528,0.13165680473372782,119.09,108.71,0.144227843581452,,108.28,
CHN,ITA,3333.696,2018,8.111836877389782,9600012.9,302069.0,6.62,0.85,7.788235294117648,0.12839879154078548,121.56,109.95,0.14195686311685207,,109.44,
CHN,ITA,639.509,2019,6.4607006944147845,9600012.9,302068.0,6.91,0.89,7.764044943820225,0.1287988422575977,125.08,110.62,0.14563514002513397,,110.47,
CHN,ITA,10.926,2020,2.391145269973526,9600012.9,302068.0,6.9,0.88,7.840909090909092,0.12753623188405797,128.11,110.47,0.14790139102622132,,112.2,
CHN,ITA,37.038,2021,3.6119444126398137,,,6.45,0.85,7.588235294117648,0.1317829457364341,129.37,112.54,0.15149066722874072,,112.87,
CHN,JAM,0.799,2009,-0.22439433321586233,9600000.5,10990.0,6.83,87.89,0.07771077483217659,12.868228404099561,96.92,88.8,14.044917758168125,,90.93,
CHN,JAM,1.45,2013,0.371563556432483,9600001.3,10990.0,6.2,100.4,0.061752988047808766,16.193548387096776,111.16,125.69,14.321543787967839,,121.95,
CHN,JOR,8.453,2005,2.1345214079467905,9599999.8,88780.0,8.19,0.71,11.535211267605634,0.08669108669108669,86.51,75.76,0.09899215825826174,,64.56,
CHN,JOR,6.93,2006,1.9358598132018119,9600000.0,88780.0,7.97,0.71,11.225352112676056,0.0890840652446675,87.94,80.49,0.09732951543814214,,70.92,
CHN,JOR,4.882,2007,1.5855549719707682,9600000.0,88780.0,7.61,0.71,10.71830985915493,0.09329829172141918,92.17,84.31,0.1019962465658072,,74.62,
CHN,JOR,23.094,2008,3.139572843529664,9600000.0,88780.0,6.95,0.71,9.788732394366198,0.10215827338129496,97.63,96.09,0.10379552742445443,,89.69,
CHN,JOR,20.372,2009,3.0141614090223583,9600000.5,89320.0,6.83,0.71,9.619718309859156,0.10395314787701317,96.92,95.38,0.10563156943007043,,92.53,
CHN,JOR,18.844,2010,2.936194560837795,9600000.7,89320.0,6.77,0.71,9.535211267605634,0.10487444608567209,100.0,100.0,0.10487444608567209,,100.0,
CHN,JOR,1.1,2014,0.09531017980432493,9600006.3,89320.0,6.14,0.71,8.647887323943662,0.11563517915309446,113.29,117.43,0.11155845564382245,,121.65,
CHN,JOR,1.769,2018,0.5704144151776481,9600012.9,89320.0,6.62,0.71,9.323943661971832,0.10725075528700906,121.56,124.65,0.10459207230396166,,130.29,
CHN,JOR,21.62,2020,3.073618812211062,9600012.9,89318.0,6.9,0.71,9.71830985915493,0.10289855072463767,128.11,126.02,0.10460508913929006,,132.12,
CHN,JPN,58747.048,1996,10.980996183935481,9600000.0,377800.0,8.31,108.78,0.07639271924986211,13.090252707581227,80.24,101.27,10.371895697208627,,114.48,
CHN,JPN,63997.848,1997,11.066604736776476,9600000.0,377800.0,8.29,120.99,0.06851805934374741,14.59469240048251,82.47,103.04,11.681136279772831,,115.06,
CHN,JPN,50409.08,1998,10.827926596562984,9600000.0,377800.0,8.28,130.91,0.06324956076693912,15.810386473429952,81.84,103.72,12.475144899590314,,115.02,
CHN,JPN,44485.598,1999,10.70292077532202,9600000.0,377800.0,8.28,113.91,0.07268896497234659,13.757246376811596,80.69,103.37,10.738823741365266,,113.6,
CHN,JPN,43515.795,2000,10.680879254618947,9600000.0,377800.0,8.28,107.77,0.07683028672172218,13.015700483091788,80.97,102.67,10.264744015933983,,112.08,
CHN,JPN,46461.868,2001,10.746387212145494,9600000.2,377880.0,8.28,121.53,0.06813132559861762,14.677536231884059,81.55,101.91,11.745197524385683,,110.86,
CHN,JPN,45925.373,2002,10.734773031988286,9600000.2,377890.0,8.28,125.39,0.0660339740011165,15.143719806763286,80.96,100.97,12.142572601322726,,109.32,
CHN,JPN,57257.018,2003,10.95530549905638,9599999.7,377900.0,8.28,115.93,0.07142241007504528,14.0012077294686,81.87,100.71,11.381976733309447,,107.56,
CHN,JPN,95996.853,2004,11.472070688662656,9600000.5,377910.0,8.28,108.19,0.07653202698955541,13.066425120772948,85.0,100.7,11.029256556759687,,106.35,
CHN,JPN,101166.025,2005,11.524518258124603,9599999.8,377910.0,8.19,110.22,0.07430593358737071,13.457875457875458,86.51,100.41,11.594869095317259,,105.08,
CHN,JPN,70792.394,2006,11.167506844532332,9600000.0,377920.0,7.97,116.3,0.06852966466036113,14.592220828105395,87.94,100.66,12.74826047708711,,104.18,
CHN,JPN,67024.32,2007,11.112810817584586,9600000.0,377930.0,7.61,117.75,0.06462845010615711,15.473061760840999,92.17,100.72,14.159572105805351,,103.44,
CHN,JPN,66021.719,2008,11.097739042632586,9600000.0,377940.0,6.95,103.36,0.0672407120743034,14.871942446043166,97.63,102.12,14.21805465146097,,102.5,
CHN,JPN,39823.009,2009,10.592200139805986,9600000.5,377947.0,6.83,93.57,0.07299348081650102,13.699853587115665,96.92,100.73,13.181671891822202,,101.92,
CHN,JPN,38023.932,2010,10.545971029948042,9600000.7,377950.0,6.77,87.78,0.07712462975620869,12.966026587887741,100.0,100.0,12.966026587887741,,100.0,
CHN,JPN,38344.915,2011,10.55437720347985,9600000.9,377955.0,6.46,79.81,0.08094223781481018,12.354489164086688,105.55,99.73,13.075467073792739,,98.38,
CHN,JPN,41481.667,2012,10.633006849578376,9600000.9,377960.0,6.31,79.79,0.07908259180348413,12.64500792393027,108.32,99.68,13.74104392375729,,97.63,
CHN,JPN,43241.099,2013,10.674546687711377,9600001.3,377962.0,6.2,97.6,0.06352459016393443,15.741935483870966,111.16,100.02,17.49523643658365,,97.29,
CHN,JPN,37133.848,2014,10.522284177675257,9600006.3,377962.0,6.14,105.94,0.05795733434019256,17.254071661237784,113.29,102.78,19.01842555459845,,98.93,
CHN,JPN,32942.996,2015,10.402533952843966,9600007.4,377971.0,6.23,121.04,0.051470588235294115,19.428571428571427,114.92,103.59,21.553542123481304,,101.02,
CHN,JPN,26745.005,2016,10.194103005916165,9600010.5,377970.0,6.64,108.79,0.06103502160125011,16.384036144578314,117.22,103.46,18.563084446814905,,101.44,
CHN,JPN,23879.83,2017,10.080789448553226,9600010.8,377970.0,6.76,112.17,0.06026566818222341,16.59319526627219,119.09,103.96,19.008114892846816,,101.37,
CHN,JPN,22550.666,2018,10.023519878862764,9600012.9,377974.0,6.62,110.42,0.05995290708205035,16.6797583081571,121.56,104.99,19.31223373597083,,101.37,
CHN,JPN,21359.185,2019,9.969237136915483,9600012.9,377974.0,6.91,109.01,0.0633886799376204,15.775687409551375,125.08,105.48,18.707081732903735,,102.01,
CHN,JPN,19942.552,2020,9.900611019278438,9600012.9,377974.0,6.9,106.77,0.06462489463332398,15.473913043478259,128.11,105.46,18.797297553574815,,102.97,
CHN,JPN,20956.854,2021,9.950221031749686,,,6.45,109.75,0.05876993166287016,17.015503875968992,129.37,105.21,20.92287554827591,,102.74,
CHN,KAZ,336.456,2011,5.818467382734345,9600000.9,2724902.0,6.46,146.62,0.04405947346883099,22.696594427244584,105.55,108.42,22.095789907726118,,120.43,
CHN,KAZ,114.601,2012,4.741456530246058,9600000.9,2724902.0,6.31,149.11,0.04231775199517134,23.63074484944533,108.32,113.95,22.46320563485667,,125.95,
CHN,KAZ,6.268,2015,1.8354573244937744,9600007.4,2724902.0,6.23,221.73,0.028097235376358637,35.59069020866773,114.92,137.28,29.793721727710487,,148.83,
CHN,KAZ,93.814,2016,4.541314098606292,9600010.5,2724902.0,6.64,342.16,0.01940612578910451,51.53012048192772,117.22,157.25,38.412468826019506,,169.46,
CHN,KAZ,2.163,2017,0.7714961469709216,9600010.8,2724902.0,6.76,326.0,0.020736196319018404,48.22485207100592,119.09,168.95,33.99288329763892,,188.82,
CHN,KEN,0.192,2010,-1.6502599069543555,9600000.7,580370.0,6.77,79.23,0.08544743152846143,11.703101920236339,100.0,100.0,11.703101920236339,,100.0,
CHN,KEN,2794.867,2011,7.935539799483832,9600000.9,580370.0,6.46,88.81,0.07273955635626618,13.747678018575852,105.55,114.02,12.72642882705386,,110.07,
CHN,KHM,17.188,2006,2.8442114659127484,9600000.0,181040.0,7.97,4103.25,0.0019423627612258575,514.8368883312422,87.94,72.17,627.3348477185733,,79.12,
CHN,KHM,1.8,2018,0.5877866649021191,9600012.9,181040.0,6.62,4051.17,0.0016340958291061595,611.9592145015106,121.56,127.63,582.854831268539,,121.72,
CHN,KHM,11.2,2019,2.4159137783010487,9600012.9,181040.0,6.91,4061.15,0.0017014884946382183,587.7206946454414,125.08,130.11,564.9996501902375,,125.66,
CHN,KHM,0.278,2021,-1.2801341652915,,,6.45,4098.72,0.0015736620213139712,635.4604651162791,129.37,137.85,596.3693897141316,,126.39,
CHN,KIR,0.084,2003,-2.4769384801388235,9599999.7,810.0,8.28,1.54,5.376623376623376,0.18599033816425123,81.87,,,,,
CHN,KIR,1.056,2020,0.054488185284069776,9600012.9,810.0,6.9,1.45,4.758620689655173,0.21014492753623187,128.11,,,,124.84,
CHN,KOR,45.848,1996,3.8253315772494365,9600000.0,99260.0,8.31,804.46,0.01032991074758223,96.80625752105897,80.24,63.16,122.98502380446122,,71.75,
CHN,KOR,1402.424,1998,7.24595744698027,9600000.0,99260.0,8.28,1403.18,0.005900882281674481,169.46618357487924,81.84,70.92,195.55996141805014,,77.96,
CHN,KOR,4529.003,1999,8.418257105953876,9600000.0,99260.0,8.28,1189.44,0.006961259079903147,143.6521739130435,80.69,71.5,162.1159987838249,,77.0,
CHN,KOR,8620.5,2000,9.061898366615907,9600000.0,99260.0,8.28,1130.36,0.007325099968151739,136.5169082125604,80.97,73.11,151.19373626003303,,77.79,
CHN,KOR,10772.504,2001,9.284752240805775,9600000.2,99540.0,8.28,1290.79,0.006414676283516296,155.8925120772947,81.55,76.09,167.07891128799292,,80.5,
CHN,KOR,8845.492,2002,9.087663229693586,9600000.2,99590.0,8.28,1251.6,0.0066155321188878236,151.15942028985506,80.96,78.19,156.51447329155474,,82.94,
CHN,KOR,11168.234,2003,9.320828777504712,9599999.7,99600.0,8.28,1191.65,0.006948348927957033,143.9190821256039,81.87,80.94,145.57271131236956,,85.8,
CHN,KOR,15980.206,2004,9.679106110351068,9600000.5,99620.0,8.28,1146.25,0.007223555070883314,138.43599033816426,85.0,83.84,140.35137379227052,,88.48,
CHN,KOR,25937.002,2005,10.163425876788732,9599999.8,99650.0,8.19,1024.33,0.007995470209795671,125.07081807081806,86.51,86.15,125.59345874993002,,89.4,
CHN,KOR,27006.059,2006,10.203816527218297,9600000.0,99680.0,7.97,955.34,0.008342579605166746,119.86700125470516,87.94,88.08,119.67647695661638,,89.21,
CHN,KOR,68205.723,2007,11.130283755266902,9600000.0,99720.0,7.61,929.38,0.008188254535281585,122.12614980289092,92.17,90.32,124.62762652050993,,91.36,
CHN,KOR,191325.927,2008,12.161733676825145,9600000.0,99830.0,6.95,1100.13,0.006317435212202194,158.29208633093526,97.63,94.54,163.46579636650316,,93.95,
CHN,KOR,119967.097,2009,11.694972792500108,9600000.5,99900.0,6.83,1277.25,0.00534742611078489,187.00585651537335,96.92,97.14,186.58233079544974,,97.34,
CHN,KOR,30543.751,2010,10.326915393758387,9600000.7,100030.0,6.77,1156.46,0.005854071909101914,170.82127031019203,100.0,100.0,170.82127031019203,,100.0,
CHN,KOR,72409.185,2011,11.190088434968054,9600000.9,100030.0,6.46,1108.23,0.005829114894922534,171.55263157894737,105.55,104.03,174.0592162179938,,101.28,
CHN,KOR,122176.843,2012,11.713224806943753,9600000.9,100150.0,6.31,1126.81,0.00559987930529548,178.57527733755944,108.32,106.3,181.96871158235595,,102.55,
CHN,KOR,56349.009,2013,10.939319932800412,9600001.3,100266.0,6.2,1094.98,0.0056622038758698786,176.60967741935482,111.16,107.68,182.31734530029235,,103.59,
CHN,KOR,74421.733,2014,11.217503288380355,9600006.3,100280.0,6.14,1052.84,0.005831845294631663,171.47231270358307,113.29,109.06,178.12303600026524,,104.53,
CHN,KOR,30742.157,2015,10.333390183791549,9600007.4,100295.0,6.23,1130.95,0.005508643176090897,181.53290529695025,114.92,109.83,189.9459298618367,,107.86,
CHN,KOR,33593.812,2016,10.422097162323865,9600010.5,100339.0,6.64,1160.77,0.005720340808256588,174.81475903614458,117.22,110.89,184.79381417816637,,110.01,
CHN,KOR,35981.418,2017,10.490757917511708,9600010.8,100360.0,6.76,1131.0,0.005977011494252873,167.30769230769232,119.09,113.05,176.24655530228287,,112.45,
CHN,KOR,35566.898,2018,10.479170652818015,9600012.9,100370.0,6.62,1100.16,0.006017306573589296,166.18731117824774,121.56,114.72,176.09596885310143,,112.99,
CHN,KOR,39059.782,2019,10.5728486232579,9600012.9,100400.0,6.91,1165.36,0.005929498180819661,168.64833574529666,125.08,115.16,183.17587560803847,,112.05,
CHN,KOR,37097.618,2020,10.521308041682556,9600012.9,100410.0,6.9,1180.27,0.005846119955603379,171.0536231884058,128.11,115.78,189.2699919387344,,113.8,
CHN,KOR,45282.431,2021,10.720674399598451,,,6.45,1143.95,0.005638358319856637,177.35658914728683,129.37,118.67,193.3481245300792,,116.64,
CHN,KWT,0.018,2001,-4.017383521085972,9600000.2,17820.0,8.28,0.31,26.709677419354836,0.03743961352657005,81.55,70.85,0.04309386708668719,,,
CHN,KWT,5.1,2002,1.62924053973028,9600000.2,17820.0,8.28,0.3,27.599999999999998,0.036231884057971016,80.96,71.48,0.04103711994030964,,,
CHN,KWT,3.914,2003,1.3645598689738845,9599999.7,17820.0,8.28,0.3,27.599999999999998,0.036231884057971016,81.87,72.17,0.04110162599177064,,,
CHN,KWT,1.815,2004,0.596085467716814,9600000.5,17820.0,8.28,0.29,28.551724137931036,0.035024154589371984,85.0,73.07,0.040742481731170364,,,
CHN,KWT,0.6,2005,-0.5108256237659907,9599999.8,17820.0,8.19,0.29,28.24137931034483,0.03540903540903541,86.51,76.1,0.04025276811084959,,,
CHN,KWT,1.605,2010,0.4731237565819792,9600000.7,17820.0,6.77,0.29,23.344827586206897,0.04283604135893648,100.0,100.0,0.04283604135893648,,100.0,
CHN,KWT,9.209,2011,2.22018126673923,9600000.9,17820.0,6.46,0.28,23.07142857142857,0.043343653250774,105.55,104.84,0.04363718619438378,,117.23,
CHN,KWT,2.29,2012,0.8285518175661483,9600000.9,17820.0,6.31,0.28,22.53571428571428,0.04437400950871633,108.32,108.25,0.04440270401832935,,126.0,
CHN,KWT,0.16,2013,-1.8325814637483102,9600001.3,17820.0,6.2,0.28,22.142857142857142,0.04516129032258065,111.16,111.16,0.04516129032258065,,126.29,
CHN,KWT,1.452,2014,0.3729419164026043,9600006.3,17820.0,6.14,0.28,21.928571428571427,0.04560260586319219,113.29,114.39,0.04516408093575525,,117.75,
CHN,KWT,2.186,2019,0.7820733897543468,9600012.9,17820.0,6.91,0.3,23.033333333333335,0.04341534008683068,125.08,126.6,0.04289408165924788,,104.67,
CHN,KWT,0.854,2020,-0.15782408519356722,9600012.9,17820.0,6.9,0.31,22.258064516129032,0.04492753623188406,128.11,129.26,0.044527825055443816,,90.11,
CHN,LBN,4.322,2004,1.4637182580846944,9600000.5,10450.0,8.28,1507.5,0.005492537313432836,182.06521739130437,85.0,,,,81.45,
CHN,LBN,1.045,2018,0.04401688541677426,9600012.9,10450.0,6.62,1507.5,0.004391376451077944,227.7190332326284,121.56,126.23,219.2943490434786,,129.13,
CHN,LBR,0.585,2013,-0.5361434317502807,9600001.3,111370.0,6.2,77.52,0.07997936016511868,12.503225806451612,111.16,124.68,11.147406004532892,,121.81,
CHN,LBY,96.268,2009,4.567135968670158,9600000.5,1759540.0,6.83,1.25,5.464,0.18301610541727673,96.92,97.28,0.1823388254219003,,82.36,
CHN,LBY,44.083,2010,3.7860742206050384,9600000.7,1759540.0,6.77,1.27,5.330708661417322,0.1875923190546529,100.0,100.0,0.1875923190546529,,100.0,
CHN,LBY,5.95,2021,1.7833912195575383,,,6.45,4.51,1.4301552106430155,0.6992248062015504,129.37,,,,,
CHN,LKA,0.026,2001,-3.649658740960655,9600000.2,65610.0,8.28,89.38,0.0926381740881629,10.794685990338165,81.55,41.65,21.13581374578817,,,
CHN,LKA,23.42,2002,3.1535903581695712,9600000.2,65610.0,8.28,95.66,0.08655655446372569,11.553140096618359,80.96,45.62,20.502898338935168,,,
CHN,LKA,2.513,2010,0.9214772585614551,9600000.7,65610.0,6.77,113.06,0.05987970988855475,16.700147710487446,100.0,100.0,16.700147710487446,,100.0,
CHN,LKA,1.894,2011,0.6386909947638865,9600000.9,65610.0,6.46,110.57,0.05842452744867505,17.11609907120743,105.55,106.72,16.92845068371387,,103.83,
CHN,LSO,1.672,2014,0.5140205146625099,9600006.3,30360.0,6.14,10.85,0.5658986175115207,1.7671009771986972,113.29,123.09,1.6264105102513642,,140.61,
CHN,LTU,10.572,2012,2.3582089967420425,9600000.9,65300.0,6.31,0.78,8.08974358974359,0.12361331220285263,108.32,107.35,0.12473026528004653,,108.23,
CHN,LTU,10.89,2014,2.387844936944869,9600006.3,65286.0,6.14,0.75,8.186666666666666,0.1221498371335505,113.29,108.58,0.12744847162331863,,110.53,
CHN,LTU,10.285,2015,2.3306865231049203,9600007.4,65286.0,6.23,0.9,6.9222222222222225,0.14446227929373995,114.92,107.62,0.1542613374506281,,110.6,
CHN,MAC,1.966,1999,0.6760010217249748,9600000.0,20.0,8.28,7.99,1.0362953692115142,0.9649758454106281,80.69,81.84,0.9514161897138755,,,
CHN,MAC,1.566,2000,0.4485245975686114,9600000.0,20.0,8.28,8.03,1.0311332503113324,0.9698067632850241,80.97,80.52,0.9752266967609091,,,
CHN,MAC,2.728,2001,1.0035687399812157,9600000.2,26.0,8.28,8.03,1.0311332503113324,0.9698067632850241,81.55,78.93,1.0019984992511555,,69.01,
CHN,MAC,27.873,2002,3.3276584783272853,9600000.2,27.0,8.28,8.03,1.0311332503113324,0.9698067632850241,80.96,76.84,1.021805772456475,,68.09,
CHN,MAC,30.362,2003,3.4131918265105234,9599999.7,27.0,8.28,8.02,1.0324189526184537,0.9685990338164251,81.87,75.64,1.0483765586799407,,68.12,
CHN,MAC,29.558,2004,3.386354434792381,9600000.5,28.0,8.28,8.02,1.0324189526184537,0.9685990338164251,85.0,76.38,1.0779119910237775,,69.44,
CHN,MAC,14.689,2005,2.687098914349278,9599999.8,28.0,8.19,8.01,1.0224719101123596,0.9780219780219781,86.51,79.74,1.061056951576139,,73.31,
CHN,MAC,30.443,2006,3.415856082670815,9600000.0,28.6,7.97,8.0,0.99625,1.0037641154328734,87.94,83.85,1.0527252988809408,,78.98,
CHN,MAC,41.946,2007,3.736383076757903,9600000.0,29.2,7.61,8.04,0.9465174129353235,1.0565045992115636,92.17,88.52,1.1000681078776529,,85.9,
CHN,MAC,6.469,2008,1.8670215370618484,9600000.0,29.2,6.95,8.02,0.8665835411471322,1.153956834532374,97.63,96.14,1.171841124978112,,94.56,
CHN,MAC,16.277,2009,2.7897530684093614,9600000.5,29.5,6.83,7.98,0.8558897243107769,1.1683748169838946,96.92,97.27,1.1641707336494198,,95.43,
CHN,MAC,47.455,2010,3.8597818935824555,9600000.7,29.7,6.77,8.0,0.84625,1.1816838995568686,100.0,100.0,1.1816838995568686,,100.0,
CHN,MAC,73.56,2011,4.298101399736121,9600000.9,29.9,6.46,8.02,0.8054862842892768,1.241486068111455,105.55,105.81,1.2384354455076465,,107.49,
CHN,MAC,90.539,2012,4.505780697104759,9600000.9,29.9,6.31,7.99,0.7897371714643303,1.2662440570522981,108.32,112.27,1.2216937406244315,,114.93,
CHN,MAC,94.89,2013,4.552718325985667,9600001.3,30.3,6.2,7.99,0.7759699624530664,1.288709677419355,111.16,118.44,1.2094982078853047,,123.82,
CHN,MAC,122.467,2014,4.807841605938281,9600006.3,30.3,6.14,7.99,0.7684605757196495,1.3013029315960913,113.29,125.61,1.1736693664558648,,134.63,
CHN,MAC,95.202,2015,4.556000949980008,9600007.4,30.4,6.23,7.98,0.7807017543859649,1.2808988764044944,114.92,131.34,1.1207621354987398,,140.7,
CHN,MAC,74.676,2016,4.313158755375081,9600010.5,30.5,6.64,8.0,0.83,1.2048192771084338,117.22,134.45,1.0504196032923065,,141.92,
CHN,MAC,104.76,2017,4.651672019639511,9600010.8,30.8,6.76,8.03,0.8418430884184309,1.1878698224852071,119.09,136.1,1.039407914472912,,144.97,
CHN,MAC,103.231,2018,4.6369691955370405,9600012.9,32.9,6.62,8.07,0.8203221809169764,1.2190332326283988,121.56,140.19,1.0570345941815262,,150.1,
CHN,MAC,116.123,2019,4.754649974165451,9600012.9,32.9,6.91,8.07,0.8562577447335812,1.1678726483357453,125.08,144.05,1.0140750493150643,,153.71,
CHN,MAC,161.021,2020,5.081534791261195,9600012.9,32.9,6.9,7.99,0.8635794743429287,1.1579710144927535,128.11,145.21,1.021607786424259,,153.34,
CHN,MAC,116.439,2021,4.757367530726494,,,6.45,8.01,0.805243445692884,1.241860465116279,129.37,145.25,1.1060894208061482,,152.44,
CHN,MAR,2.488,2008,0.911479174876933,9600000.0,446550.0,6.95,7.75,0.8967741935483872,1.1151079136690647,97.63,98.06,1.1102180870029654,,103.52,
CHN,MAR,0.458,2018,-0.780886094867952,9600012.9,446550.0,6.62,9.39,0.7050053248136315,1.4184290030211482,121.56,110.73,1.5571591222545902,,99.96,
CHN,MDG,0.069,2000,-2.6736487743848776,9600000.0,587040.0,8.28,1353.5,0.006117473217584041,163.46618357487924,80.97,37.75,350.61872540550917,,,
CHN,MDG,0.167,2013,-1.7897614665653818,9600001.3,587295.0,6.2,2206.91,0.0028093578804754163,355.9532258064516,111.16,122.48,323.0548708413223,,122.77,
CHN,MDG,0.072,2018,-2.631089159966082,9600012.9,587295.0,6.62,3334.75,0.0019851563085688585,503.738670694864,121.56,174.52,350.8736695488636,,172.85,
